"","date","northCoast","taitStreet","feltonDiversions","newellInflow","newellUsed"
"47",2012-11-01,56.0502219069361,112.810446624825,0,343.935670376485,74.0007491639031
"48",2012-12-01,27.3901084394466,90.0703565951424,0,82.2121929284578,92.2158168797208
"61",2013-01-01,10.0489685297488,150.529555062688,0,10.0489685297488,5.80002296271596
"62",2013-02-01,27.8059050335841,99.783920781309,0,27.8059050335841,38.5001524249249
"63",2013-03-01,8.80036019488412,121.821066199002,0,8.80036019488412,19.6000775981436
"64",2013-04-01,-7.58290709686459,142.598814690949,0,-7.58290709686459,0.900003563180062
"65",2013-05-01,15.0057746973018,164.40667568922,0,15.0057746973018,0.200000791817792
"66",2013-06-01,11.1452294489121,168.879545629031,0,11.1452294489121,8.80003483998283
"67",2013-07-01,10.6020787549604,139.408678120671,0,10.6020787549604,40.6001607390117
"68",2013-08-01,12.0513395839647,108.002623987873,0,12.0513395839647,59.0002335862485
"69",2013-09-01,15.144222689752,97.337256480431,0,15.144222689752,45.100178554912
"70",2013-10-01,15.6180856353193,120.218297049927,0,15.6180856353193,41.4001639062829
"71",2013-11-01,17.3548608630591,102.28318790554,0,17.3548608630591,23.4000926426816
"72",2013-12-01,34.5872357763047,19.36397251896,38.1001508412893,34.5872357763047,34.500136588569
"73",2014-01-01,31.3302936195529,119.35398440767,0.573497659746673,31.3302936195529,0.153149943227805
"74",2014-02-01,-0.411157378781326,112.230248854197,18.6419324511973,-0.411157378781326,0
"75",2014-03-01,-14.1887496873815,130.952325264073,9.46922840468087,-14.1887496873815,0.290007339303716
"76",2014-04-01,-7.43138640835197,144.936922289114,0.0358436037341671,-7.43138640835197,4.71506314575816
"77",2014-05-01,14.3019366603399,148.277523234203,0,14.3019366603399,0.234612678987275
"78",2014-06-01,10.7004429116654,160.431518963961,0,10.7004429116654,0.980811338544027
"79",2014-07-01,9.30682125638479,95.3252196782254,53.0517920359977,9.30682125638479,1.23823358354395
"80",2014-08-01,11.8265024332686,61.4329847617284,1.17175999116423,11.8265024332686,92.8512262186446
"81",2014-09-01,12.5683709850376,41.7803777890184,0,12.5683709850376,99.5018439660478
"82",2014-10-01,13.3208364869023,58.7295642505189,0,13.3208364869023,107.322266598957
"83",2014-11-01,13.8992116121424,99.5315477633306,0,13.8992116121424,56.6524449565663
"84",2014-12-01,28.5703981131102,54.6965344436324,0,28.5703981131102,67.3859750202341
"110",2015-01-01,52.3499999969044,166.299999982078,0,0,4.23606225949247
"210",2015-02-01,65.6299999910391,89.5799999990224,29.8399999986966,383.526559955588,13.6857396075911
"310",2015-03-01,124.2499999855,86.6899999946235,41.2799999973932,199.420777139184,0
"49",2015-04-01,92.409999986803,163.220000007495,0,0,0
"51",2015-05-01,87.570000010916,183.310000005377,0,0,0
"610",2015-06-01,73.6700000125453,213.910000002118,0,0,0
"710",2015-07-01,64.8099999900616,233.009999990713,0,0,0
"85",2015-08-01,56.2700000092868,229.669999996904,0,0,21.1803112974624
"91",2015-09-01,37.369999997882,224.409999993972,0,0,25.7422244999927
"101",2015-10-01,49.1500000001629,162.280000000652,0,123.17165646832,31.2816905316367
"111",2015-11-01,55.2699999995112,166,0,0,1.30340377215153
"121",2015-12-01,57.7799999983708,119.429999991691,0,41.3830697658111,35.5177527911292
"131",2016-01-01,67.6802675552318,101.650000015478,0,240.152145018919,42.3606225949247
"141",2016-02-01,103.030407509026,40.4599999964156,0,64.8443376645386,49.5293433417582
"151",2016-03-01,146.610580046123,58.9000000114048,0,15.9666962088562,34.2143490189777
"161",2016-04-01,145.920577314352,47.7199999993483,0,0,27.69733015822
"171",2016-05-01,137.740544929004,108.06000000945,0,18.5735037531593,32.5850943037883
"181",2016-06-01,113.990450900641,199.013000002591,0,0,12.0564848924017
"191",2016-07-01,96.3203809435395,220.280000000652,0,0,8.79797546202283
"201",2016-08-01,78.5603106301196,219.130000009613,0,0,9.77552829113648
"211",2016-09-01,64.8302562718283,188.103000016765,0,0,46.2708339113793
"221",2016-10-01,58.060229468796,152.689999997882,0,1.30340377215153,49.2034923987203
"231",2016-11-01,72.100285054405,79.199999993483,0,23.7871188417654,54.7429584303643
"241",2016-12-01,82.8403275750204,53.3399999938088,0,313.468607202443,64.5184867215008
"251",2017-01-01,123.870490412349,78.4003103925743,8.11368848164328,26.2961711031571,3.29109452468261
"261",2017-02-01,70.8402804618618,55.6042201411824,0,74.1310895411183,74.1310895411183
"271",2017-03-01,110.790438627466,30.7811218647172,0,77.3895989714971,65.3656991733992
"281",2017-04-01,148.72058879571,65.4942592965722,0,28.3816171385996,4.39898773101141
"291",2017-05-01,133.670529211421,128.169507432473,0,0,11.078932063288
"301",2017-06-01,112.240444368145,120.937478800341,0,0,15.8037707373373
"311",2017-07-01,113.270448446006,194.282769179721,0,0,0.782042263290918
"321",2017-08-01,96.9403837940836,198.99278782703,0,0,0.0325850943037883
"331",2017-09-01,70.7102799471802,201.185796509312,0,0,1.43374414936668
"341",2017-10-01,91.3703617419581,128.700509534749,0,1.30340377215153,30.3041377025231
"351",2017-11-01,78.6903115407101,117.194463981471,0,53.3417993753014,24.3410654449298
"361",2017-12-01,70.010277175818,146.880581510986,0,0,0.228095660126518
"371",2018-01-01,56.7102245199348,152.560603998611,30.0961191527413,115.905180438575,0
"381",2018-02-01,48.3201913031785,161.030637532095,11.2650445991371,10.0362090455668,0
"391",2018-03-01,47.9701899174973,100.510397928031,0,159.308526051221,63.3454233265644
"401",2018-04-01,36.4501443087925,129.110511157975,0,56.5025535227688,56.5025535227688
"411",2018-05-01,66.4302630022795,182.170721227235,0,0,19.1274503563237
"421",2018-06-01,59.2002343780663,220.200871791389,0,29.2614146848019,29.2614146848019
"431",2018-07-01,84.9703364037887,226.440896496104,0,0,17.6611211126532
"441",2018-08-01,80.9403204486603,224.900890399107,0,0,14.9565582854388
"451",2018-09-01,74.5502951500818,206.870819016733,0,0,12.7407718727812
"461",2018-10-01,71.5802833915876,170.050673243077,0,70.025367658841,40.0470808993558
"471",2018-11-01,56.0502219069361,112.810446624825,0,343.935670376485,74.0007491639031
"481",2018-12-01,27.3901084394466,90.0703565951424,0,82.2121929284578,92.2158168797208
